TIMESTAMP_START,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,WS_F,RH
2004/5/12 13:00,13.26,167.9,347.7,8.584,91.8,5.131,43.67
2004/5/12 13:30,11.48,173,345.8,5.407,91.8,4.109,60.11
2004/5/12 14:00,9.95,149.2,356.4,3.165,91.8,3.47,74.15
2004/5/12 14:30,8.92,132.7,356.5,1.942,91.8,2.727,83
2004/5/12 15:00,8.59,118.9,357.7,1.229,91.8,1.512,89
2004/5/12 15:30,8.65,112.8,357.8,1.222,91.7,1.174,89.1
2004/5/12 16:00,8.55,57.93,355.8,1.103,91.7,0.899,90.1
2004/5/12 16:30,8.35,52.04,355.5,0.78,91.6,0.858,92.9
2004/5/12 17:00,8.22,20.39,353.9,0.741,91.7,0.572,93.2
2004/5/12 17:30,8.14,14.62,353.1,0.618,91.7,0.901,94.3
2004/5/12 18:00,7.944,5.497,351.3,0.535,91.7,0.59,95
2004/5/13 4:00,6.92,1.494,347.3,0.329,91.7,1.283,96.7
2004/5/13 4:30,6.871,6.419,347.2,0.338,91.7,1.613,96.6
2004/5/13 5:00,6.904,15.33,346.2,0.348,91.7,1.563,96.5
2004/5/13 5:30,7.017,27.41,345.3,0.381,91.7,2.216,96.2
2004/5/13 6:00,7.042,34.47,347.1,0.402,91.8,1.998,96
2004/5/13 6:30,7.13,58.8,348.6,0.415,91.8,1.634,95.9
2004/5/13 7:00,7.383,108.9,352.1,0.422,91.8,1.381,95.9
2004/5/13 7:30,8.2,330.1,350.5,0.631,91.8,1.486,94.2
2004/5/13 8:00,9.1,299.1,340.2,1.48,91.9,1.711,87.2
2004/5/13 8:30,9.65,364,341.4,2.148,91.9,1.293,82.1
2004/5/13 9:00,10.48,322.5,348.8,2.751,91.9,1.038,78.31
2004/5/13 9:30,10.61,446.3,339.9,3.085,91.9,2.061,75.89
2004/5/13 10:00,10.81,299.1,344,3.033,91.9,2.703,76.61
2004/5/13 10:30,10.58,242.2,341.4,2.966,91.9,2.117,76.77
2004/5/13 11:00,11.08,225.3,346.9,3.453,91.9,2.26,73.84
2004/5/13 11:30,11.19,315.5,344.4,3.806,91.9,2.458,71.38
2004/5/13 12:00,12.19,283.1,346.1,4.788,91.9,2.369,66.3
2004/5/13 12:30,12.66,563.3,338,5.788,91.9,3.485,60.5
2004/5/13 13:00,13.39,695.9,324.2,6.53,91.9,3.946,57.51
2004/5/13 13:30,12.9,266.8,347.7,5.931,92,3.625,60.15
2004/5/13 14:00,12.95,345.1,336.1,5.966,92,4.644,60.05
2004/5/13 14:30,13.29,552.3,322.4,5.894,92,4.112,61.4
2004/5/13 15:00,13.33,551.8,293.3,5.923,92,4.548,61.31
2004/5/13 15:30,13.67,404.7,303.5,6.542,92.1,4.283,58.2
2004/5/13 16:00,13.69,286.6,294.9,6.824,92.1,3.631,56.46
2004/5/13 16:30,13.83,269.1,268,7.259,92.1,3.151,54.1
2004/5/13 17:00,13.47,120.3,265.6,6.941,92.2,2.959,55.07
2004/5/13 17:30,13.5,86.4,265.1,7.028,92.2,2.787,54.6
2004/5/13 18:00,12.81,22.98,262.5,6.323,92.2,2.375,57.27
2004/5/14 4:00,8.92,10.16,253.2,3.844,92.6,2.903,66.35
2004/5/14 4:30,10.36,53.39,255.4,5.128,92.6,4.253,59.25
2004/5/14 5:00,11.73,127,257.8,6.355,92.6,4.387,53.89
2004/5/14 5:30,12.8,216.4,261.4,7.544,92.6,3.875,48.98
2004/5/14 6:00,14.05,317,267.1,8.995,92.6,4.565,43.93
2004/5/14 6:30,15.33,413.8,274.4,10.744,92.6,5.467,38.34
2004/5/14 7:00,16.5,512.1,279.2,12.414,92.6,5.511,33.89
2004/5/14 7:30,17.44,605.5,282.9,13.523,92.5,5.581,32.15
2004/5/14 8:00,17.86,693.6,285.3,14.041,92.6,5.829,31.39
2004/5/14 8:30,18.44,770.8,289.4,14.785,92.6,5.608,30.34
2004/5/14 9:00,18.96,840,291.5,15.545,92.6,5.673,29.1
2004/5/14 9:30,19.46,897,294.2,16.243,92.6,5.961,28.19
2004/5/14 10:00,19.91,934,297.8,16.87,92.6,6.34,27.47
2004/5/14 10:30,20.34,950,303.6,17.148,92.6,5.537,28.21
2004/5/14 11:00,21.28,961,307.5,18.708,92.5,4.969,26.08
2004/5/14 11:30,22.18,963,307,20.89,92.5,4.526,21.87
2004/5/14 12:00,22.89,936,307.6,22.374,92.5,4.585,19.85
2004/5/14 12:30,23.56,898,306.8,24.124,92.5,5.261,17.01
2004/5/14 13:00,23.71,855,306.2,24.674,92.5,6.183,15.88
2004/5/14 13:30,23.88,705.1,309.7,24.675,92.5,5.412,16.73
2004/5/14 14:00,24.12,732.9,306.1,25.8,92.5,5.517,14.18
2004/5/14 14:30,23.95,610.4,313.5,24.884,92.5,5.577,16.38
2004/5/14 15:00,23.7,463.6,322.2,24.122,92.5,5.134,17.71
2004/5/14 15:30,23.5,332.3,326.2,23.738,92.5,5.037,18.04
2004/5/14 16:00,23.82,375.5,315.8,24.309,92.5,4.086,17.67
2004/5/14 16:30,23.31,224.7,299.7,23.823,92.5,4.97,16.8
2004/5/14 17:00,22.77,112.9,319.6,22.858,92.5,3.899,17.52
2004/5/14 17:30,22.36,61.68,311.1,22.269,92.6,3.471,17.62
2004/5/14 18:00,21.44,19.18,296.2,20.898,92.6,2.852,18.23
2004/5/15 4:00,14.91,2.157,326.2,8.583,92.7,3.758,49.39
2004/5/15 4:30,14.69,26.02,321.7,8.332,92.7,3.191,50.17
2004/5/15 5:00,14.58,41.55,330.4,7.954,92.6,3.137,52.09
2004/5/15 5:30,14.75,81.8,333.8,7.956,92.6,2.769,52.6
2004/5/15 6:00,14.88,117.1,333.7,8.057,92.6,2.208,52.4
2004/5/15 6:30,15.21,169.7,331.7,8.367,92.6,0.803,51.61
2004/5/15 7:00,15.92,156.9,338.9,9.967,92.7,1.321,44.92
2004/5/15 7:30,16.59,252.4,332.7,11.571,92.6,1.902,38.73
2004/5/15 8:00,17.32,335.9,336.6,13.454,92.6,2.325,31.98
2004/5/15 8:30,17.42,280.1,338.9,14.007,92.6,2.353,29.63
2004/5/15 9:00,17.44,217.3,338,14.116,92.6,2.084,29.17
2004/5/15 9:30,17.12,195.7,339.7,13.383,92.6,3.053,31.48
2004/5/15 10:00,17.04,296.4,343,12.946,92.6,2.495,33.38
2004/5/15 10:30,17.2,338.7,348.4,13.645,92.5,3.037,30.49
2004/5/15 11:00,17.26,424.2,347.6,13.785,92.5,4.049,30.04
2004/5/15 11:30,16.76,124.2,351.3,13.121,92.5,3.594,31.27
2004/5/15 12:00,15.7,78.65,359.7,11.328,92.5,2.362,36.51
2004/5/15 12:30,13.36,63.13,362.5,7.07,92.5,2.294,53.91
2004/5/15 13:00,11.65,176.3,354.8,4.076,92.5,1.906,70.27
2004/5/15 13:30,12.7,257.9,350,4.582,92.4,0.919,68.81
2004/5/15 14:00,14.16,230,352.1,7.817,92.4,2.073,51.62
2004/5/15 14:30,14.54,228.2,352.4,8.8,92.4,2.219,46.86
2004/5/15 15:00,14.59,164.7,353.6,8.662,92.3,1.223,47.86
2004/5/15 15:30,14.83,277.6,340.8,9.045,92.3,1.206,46.39
2004/5/15 16:00,15.25,219.8,306.7,9.38,92.3,1.222,45.89
2004/5/15 16:30,15.17,132.6,308.1,9.472,92.2,1.382,45.08
2004/5/15 17:00,15.32,121.9,318.7,9.417,92.2,0.722,45.92
2004/5/15 17:30,15.11,76.36,290.8,9.736,92.2,1.414,43.33
2004/5/15 18:00,14.46,26.19,292,9.086,92.2,1.331,44.85
2004/5/16 4:00,9.29,6.794,270.6,3.311,92.1,2.648,71.73
2004/5/16 4:30,9.12,33.17,285.1,3.183,92.1,2.624,72.51
2004/5/16 5:00,9.29,72.05,276.2,3.303,92.1,2.103,71.8
2004/5/16 5:30,9.97,94.4,328.3,3.745,92.2,1.278,69.45
2004/5/16 6:00,10.6,124.2,325,4.108,92.2,1.352,67.87
2004/5/16 6:30,11.45,239.3,283.8,4.933,92.2,3.272,63.54
2004/5/16 7:00,12.62,443,285.2,6.399,92.2,3.444,56.21
2004/5/16 7:30,12.48,265.3,323.4,6.761,92.2,4.647,53.31
2004/5/16 8:00,12.59,349.8,327.3,6.741,92.2,3.867,53.78
2004/5/16 8:30,13.31,656.5,308.4,7.676,92.1,4.033,49.79
2004/5/16 9:00,14.21,765.1,321.5,8.236,92.1,3.906,49.19
2004/5/16 9:30,14.4,690.3,319.1,8.044,92.1,3.772,50.98
2004/5/16 10:00,14.95,684.5,315.6,8.667,92,3.485,49.03
2004/5/16 10:30,15.27,738.9,341.7,9,92,4.443,48.15
2004/5/16 11:00,15.41,332.8,357.5,9.134,92,3.366,47.85
2004/5/16 11:30,15.7,487.2,350,9.492,92,3.305,46.8
2004/5/16 12:00,16.14,407.3,349.6,10.027,91.9,3.06,45.36
2004/5/16 12:30,16.47,247.1,358.5,10.677,91.9,3.058,43.03
2004/5/16 13:00,16.54,199.8,359.9,10.804,91.9,3.442,42.61
2004/5/16 13:30,16.41,176.9,358.1,10.683,91.9,3.513,42.78
2004/5/16 14:00,16.54,400.9,347.1,10.689,91.8,3.47,43.22
2004/5/16 14:30,16.45,178.7,353.3,10.239,91.8,2.89,45.3
2004/5/16 15:00,16.29,218.8,343.1,10.005,91.8,3.044,46
2004/5/16 15:30,16.53,206.1,336.3,10.36,91.8,2.469,44.93
2004/5/16 16:00,16.36,161,347.7,10.312,91.8,2.235,44.59
2004/5/16 16:30,16.32,155.5,343.6,10.269,91.8,2.239,44.68
2004/5/16 17:00,16.19,135.4,313,10.153,91.8,2.125,44.85
2004/5/16 17:30,15.78,60.54,314.9,9.591,91.8,1.194,46.52
2004/5/16 18:00,15.38,13.85,300.4,9.168,91.8,1.265,47.55
2004/5/17 4:00,11.09,4.726,339.4,4.069,91.6,2.149,69.2
2004/5/17 4:30,10.75,16.78,341.3,3.677,91.6,1.865,71.53
2004/5/17 5:00,10.86,26.62,345.7,3.723,91.6,2.215,71.38
2004/5/17 5:30,11,31.79,346.2,3.8,91.6,1.956,71.06
2004/5/17 6:00,11.17,56.68,350.3,3.833,91.5,2.167,71.14
2004/5/17 6:30,11.53,146.2,342,3.85,91.5,1.927,71.69
2004/5/17 7:00,12.63,204.3,339.3,5.469,91.6,2.508,62.6
2004/5/17 7:30,12.72,131.5,346.6,6.546,91.6,3.651,55.5
2004/5/17 8:00,11.82,115,347.7,5.069,91.6,2.876,63.44
2004/5/17 8:30,11.13,37.3,354.6,3.869,91.6,2.391,70.79
2004/5/17 9:00,10.09,54.03,357.1,2.501,91.6,2.309,79.76
2004/5/17 9:30,9.85,241.5,361.2,1.775,91.6,1.802,85.4
2004/5/17 10:00,10.53,253.4,359.6,2.618,91.6,3.129,79.43
2004/5/17 10:30,10.06,412,355.9,2.084,91.6,2.741,83.1
2004/5/17 11:00,10.34,200.8,350.8,2.981,91.6,3.235,76.28
2004/5/17 11:30,9.72,182.8,354.8,2.71,91.6,2.662,77.52
2004/5/17 12:00,9.14,307.9,360,1.275,91.6,2.533,89
2004/5/17 12:30,9.21,198.1,357.4,1.27,91.6,2.183,89.1
2004/5/17 13:00,9.45,290,352.4,1.492,91.6,2.856,87.4
2004/5/17 13:30,9.4,163.9,351.9,1.664,91.6,2.423,85.9
2004/5/17 14:00,9.26,200.6,351,1.379,91.6,2.542,88.2
2004/5/17 14:30,9.14,100.1,354.7,1.125,91.6,1.867,90.3
2004/5/17 15:00,9,60.01,350.6,1.194,91.6,2.385,89.6
2004/5/17 15:30,9.06,121,348,1.222,91.6,2.797,89.4
2004/5/17 16:00,9,50.64,345.2,1.39,91.6,3.083,87.9
2004/5/17 16:30,8.75,36.44,341.3,1.434,91.7,3.224,87.3
2004/5/17 17:00,8.43,50.7,338.1,1.392,91.7,3.277,87.4
2004/5/17 17:30,8.16,21.57,338,1.454,91.7,3.751,86.6
2004/5/17 18:00,7.913,12.07,327.9,1.397,91.8,3.476,86.9
2004/5/18 4:00,5.828,13.62,233.4,1.664,91.9,4.066,82
2004/5/18 4:30,6.028,65.76,233.2,1.809,91.9,5.001,80.7
2004/5/18 5:00,6.266,148.3,233.7,1.985,91.9,4.765,79.17
2004/5/18 5:30,6.607,246.7,234.5,2.261,91.9,5.28,76.82
2004/5/18 6:00,7.143,349.8,237.7,2.617,91.9,5.131,74.14
2004/5/18 6:30,7.984,450,243.3,3.113,91.9,5.197,70.96
2004/5/18 7:00,9.21,548.3,249.2,3.968,91.9,4.776,65.93
2004/5/18 7:30,9.94,639.9,254.5,4.58,91.8,5.34,62.56
2004/5/18 8:00,10.48,729.2,259,5.086,91.9,6.01,59.9
2004/5/18 8:30,10.55,792.6,262.1,5.26,91.8,6.001,58.72
2004/5/18 9:00,11.24,862,265.1,5.928,91.8,5.68,55.57
2004/5/18 9:30,12.57,916,270.1,7.462,91.8,5.401,48.77
2004/5/18 10:00,13.63,954,274.2,8.881,91.7,5.535,43.11
2004/5/18 10:30,14.32,964,283.1,9.427,91.7,5.048,42.26
2004/5/18 11:00,15.3,926,292.6,11.101,91.6,5.337,36.17
2004/5/18 11:30,16.04,851,303.5,12.536,91.6,4.515,31.25
2004/5/18 12:00,16.56,720.6,314.6,14.14,91.5,5.176,24.98
2004/5/18 12:30,16.65,646.8,316.2,14.648,91.5,5.902,22.73
2004/5/18 13:00,16.84,524.4,317.3,14.648,91.4,4.233,23.66
2004/5/18 13:30,17.2,641.1,314,14.876,91.3,4.54,24.22
2004/5/18 14:00,17.45,694.7,295.3,15.244,91.3,5.296,23.56
2004/5/18 14:30,17.32,564,289.2,15.181,91.3,6.276,23.25
2004/5/18 15:00,17.39,404.9,282.1,15.244,91.2,4.828,23.27
2004/5/18 15:30,17.79,502.2,284,15.766,91.2,4.989,22.62
2004/5/18 16:00,17.71,398.2,280,15.535,91.2,5.605,23.37
2004/5/18 16:30,17.36,235.4,290.1,14.523,91.2,5.022,26.76
2004/5/18 17:00,16.69,142.2,294.7,13.309,91.1,4.821,29.97
2004/5/18 17:30,16.39,75.96,276.2,12.694,91.1,3.625,31.92
2004/5/18 18:00,15.74,16.75,272.8,11.855,91.1,3.276,33.73
2004/5/19 4:00,13.15,6.273,300.9,7.815,90.6,6.846,48.35
2004/5/19 4:30,13.29,33.38,304.3,8.132,90.7,6.876,46.74
2004/5/19 5:00,13.47,83.9,305.8,8.33,90.7,5.773,46.08
2004/5/19 5:30,13.68,98.9,319.1,8.371,90.8,3.814,46.55
2004/5/19 6:00,13.55,99.3,339.7,7.762,90.7,4.84,50.02
2004/5/19 6:30,12.92,183,321.8,6.598,90.7,5.103,55.73
2004/5/19 7:00,13.74,351.5,313.9,7.209,90.7,5.598,54.15
2004/5/19 7:30,14.79,369.8,330.8,8.672,90.7,5.913,48.47
2004/5/19 8:00,15.13,220.4,361.1,9.053,90.7,5.888,47.37
2004/5/19 8:30,15.44,263.5,357.9,9.172,90.8,5.272,47.73
2004/5/19 9:00,14.6,155.6,357.3,7.458,90.7,4.844,55.14
2004/5/19 9:30,14.73,494.6,350.3,6.791,90.7,3.899,59.49
2004/5/19 10:00,15.45,257.9,358,7.731,90.7,4.853,55.97
2004/5/19 10:30,14.92,471,348.5,6.768,90.6,3.792,60.12
2004/5/19 11:00,16.26,654.7,331.5,7.967,90.6,4.424,56.92
2004/5/19 11:30,16.92,645.3,334.3,8.867,90.6,7.174,54.02
2004/5/19 12:00,16.72,776.7,329.9,8.207,90.5,6.325,56.9
2004/5/19 12:30,17.79,690.5,344,9.629,90.4,6.19,52.74
2004/5/19 13:00,18.16,597.4,345.7,10.298,90.4,6.341,50.62
2004/5/19 13:30,18.81,633.9,338.2,11.219,90.4,6.303,48.35
2004/5/19 14:00,18.51,349,360.6,10.793,90.4,6.663,49.37
2004/5/19 14:30,17.57,158.8,362.3,9.121,90.5,4.902,54.61
2004/5/19 15:00,13.37,68.01,359.5,4.004,90.5,4.549,73.91
2004/5/19 15:30,11.16,54.11,357.4,1.991,90.6,3.337,85
2004/5/19 16:00,9.92,71.5,340,0.941,90.6,3.379,92.3
2004/5/19 16:30,8.51,13.6,348.1,0.944,90.7,5.078,91.5
2004/5/19 17:00,7.703,50.7,346.9,0.757,90.8,3.119,92.8
2004/5/19 17:30,7.448,6.032,344.2,0.599,90.8,2.262,94.2
2004/5/19 18:00,7.452,1.645,341.6,0.62,91,2.408,94
2004/5/20 4:00,6.169,14.4,251.5,1.751,91,2.873,81.5
2004/5/20 4:30,6.413,52.38,249.7,1.858,91,3.083,80.7
2004/5/20 5:00,6.726,115.5,248.5,1.967,91,2.446,80
2004/5/20 5:30,7.78,219.5,251.2,2.553,91.1,1.64,75.85
2004/5/20 6:00,8.77,303,266.1,3.204,91.1,2.084,71.66
2004/5/20 6:30,9.85,379,278.3,4.096,91.1,1.922,66.32
2004/5/20 7:00,10.65,470.1,289.9,4.956,91.1,2.729,61.37
2004/5/20 7:30,10.7,296,299,5.306,91.2,3.953,58.78
2004/5/20 8:00,10.73,357.1,292.1,5.017,91.2,3.039,61.1
2004/5/20 8:30,11.07,596.5,276.1,5.182,91.2,3.183,60.72
2004/5/20 9:00,12.41,862,292.9,6.405,91.1,2.96,55.56
2004/5/20 9:30,12.85,914,296.4,6.977,91.1,3.59,52.97
2004/5/20 10:00,13.98,963,303.8,7.889,91.1,3.316,50.6
2004/5/20 10:30,14.51,837,303.8,8.444,91.1,3.457,48.91
2004/5/20 11:00,14.9,652.1,315.8,9.088,91.1,2.862,46.38
2004/5/20 11:30,14.85,439,329.7,9.591,91.1,3.178,43.23
2004/5/20 12:00,15.86,926,312.6,11.088,91.1,3.642,38.49
2004/5/20 12:30,16.25,963,306.1,11.72,91.1,4.216,36.58
2004/5/20 13:00,16.31,714.9,300.5,12.092,91.1,3.494,34.82
2004/5/20 13:30,16.1,428.8,327.1,12.086,91.1,3.062,33.97
2004/5/20 14:00,16.49,474.9,329.5,12.757,91.1,2.823,32.02
2004/5/20 14:30,16.74,542.4,319.6,13.295,91.1,3.451,30.27
2004/5/20 15:00,16.95,545.4,310.3,13.587,91.1,3.892,29.68
2004/5/20 15:30,16.9,482.8,293.9,13.44,91.1,3.493,30.22
2004/5/20 16:00,16.84,399.8,285.5,13.51,91.1,3.243,29.59
2004/5/20 16:30,16.77,302.5,283.2,13.349,91.1,2.576,30.12
2004/5/20 17:00,16.43,205.7,282.4,12.932,91.2,2.697,30.82
2004/5/20 17:30,15.69,125.3,291.1,11.86,91.2,3.087,33.49
2004/5/20 18:00,14.06,47.66,288.8,8.702,91.2,3.426,45.79
2004/5/21 4:00,7.127,1.106,332.5,1.264,91.2,1.011,87.5
2004/5/21 4:30,6.833,2.649,339.8,0.991,91.3,1.244,90
2004/5/21 5:00,6.631,9.19,344.7,0.801,91.3,0.821,91.8
2004/5/21 5:30,6.904,37.19,345.6,1.085,91.3,1.382,89.1
2004/5/21 6:00,6.87,39.66,345.5,0.834,91.3,1.61,91.6
2004/5/21 6:30,6.944,66.08,348,0.908,91.3,1.237,90.9
2004/5/21 7:00,7.123,69.04,349.8,0.809,91.3,0.758,92
2004/5/21 7:30,7.558,77.04,351.5,1.26,91.3,0.464,87.9
2004/5/21 8:00,8.17,100.2,351,2.522,91.3,0.578,76.77
2004/5/21 8:30,8.08,104.3,354.8,1.737,91.3,0.519,83.9
2004/5/21 9:00,7.835,105.1,353.3,1.454,91.3,0.83,86.3
2004/5/21 9:30,7.756,150.6,354.5,1.573,91.3,0.841,85.1
2004/5/21 10:00,7.97,193.6,358.8,1.617,91.3,0.601,84.9
2004/5/21 10:30,8.21,283.4,362.4,1.502,91.3,1.11,86.2
2004/5/21 11:00,8.25,205.9,336.2,1.768,91.2,1.127,83.8
2004/5/21 11:30,8.45,248.3,330.4,2.213,91.2,0.797,80
2004/5/21 12:00,9.13,387.7,332.1,3.191,91.2,0.554,72.46
2004/5/21 12:30,9.63,399.1,336.5,3.972,91.2,1.398,66.85
2004/5/21 13:00,10.06,426.4,338.7,4.342,91.2,1.676,64.79
2004/5/21 13:30,9.55,225.4,340.1,3.599,91.2,2.063,69.8
2004/5/21 14:00,8.1,117.1,354.2,1.739,91.2,1.492,83.9
2004/5/21 14:30,7.351,135.8,348.2,1.037,91.2,2.659,89.9
2004/5/21 15:00,7.007,136,351.4,0.862,91.2,1.126,91.4
2004/5/21 15:30,7.464,249.3,352.2,0.848,91.2,1.453,91.8
2004/5/21 16:00,8.09,195.6,336.5,1.166,91.2,1.535,89.2
2004/5/21 16:30,7.838,67.12,336.9,1.008,91.2,1.243,90.5
2004/5/21 17:00,7.668,14.06,340.3,0.934,91.2,1.297,91.1
2004/5/21 17:30,7.176,2.421,345.7,0.923,91.3,1.713,90.9
2004/5/21 18:00,5.774,2.121,339.8,0.718,91.3,2.777,92.2
2004/5/22 4:00,5.865,3.618,319.2,1.047,91.4,2.387,88.7
2004/5/22 4:30,5.865,18.12,319.1,1.019,91.4,2.179,89
2004/5/22 5:00,6.011,29.35,323.8,1.086,91.4,2.952,88.4
2004/5/22 5:30,6.116,43.05,324.5,1.141,91.4,3.387,87.9
2004/5/22 6:00,6.465,99.7,320.3,1.294,91.4,2.58,86.6
2004/5/22 6:30,7.357,212.8,291.8,1.756,91.4,2.242,82.9
2004/5/22 7:00,8.36,251,302.7,2.766,91.5,3.01,74.85
2004/5/22 7:30,8.89,326.1,305.7,3.168,91.5,2.947,72.21
2004/5/22 8:00,9.55,395.2,310.7,3.782,91.5,3.62,68.27
2004/5/22 8:30,9.63,355.7,321.2,3.99,91.5,3.884,66.7
2004/5/22 9:00,10,429,323.8,4.375,91.5,4.353,64.38
2004/5/22 9:30,10.48,470,324.6,4.703,91.4,3.79,62.92
2004/5/22 10:00,11.31,567.2,326.3,5.502,91.4,4.665,58.95
2004/5/22 10:30,11.5,535.1,331.8,5.725,91.5,5.358,57.82
2004/5/22 11:00,11.91,489.3,332.6,6.349,91.5,5.045,54.48
2004/5/22 11:30,12.1,395.9,336.3,6.705,91.5,4.494,52.52
2004/5/22 12:00,11.18,128.2,337.5,5.802,91.5,4.867,56.34
2004/5/22 12:30,11.19,189.8,336.9,5.625,91.5,5.087,57.7
2004/5/22 13:00,10.72,208,338,4.965,91.5,3.956,61.48
2004/5/22 13:30,11.46,318.2,336.6,5.69,91.5,5.195,57.97
2004/5/22 14:00,9.77,172.1,333.7,3.165,91.5,4.437,73.83
2004/5/22 14:30,9.7,220,326.6,2.954,91.6,3.035,75.46
2004/5/22 15:00,9.97,108.1,340.7,3.173,91.6,3.446,74.12
2004/5/22 15:30,9.93,136.5,334.9,3.202,91.6,3.314,73.81
2004/5/22 16:00,9.89,70.59,341.2,3.145,91.6,2.833,74.21
2004/5/22 16:30,8.51,41.69,350.9,1.466,91.6,2.985,86.8
2004/5/22 17:00,8.04,57.65,348.8,0.872,91.7,2.393,91.9
2004/5/22 17:30,7.978,34.72,344.7,0.814,91.7,2.217,92.4
2004/5/22 18:00,7.814,12.7,341.1,0.784,91.7,2.269,92.6
2004/5/23 4:00,7.303,3.75,349,0.45,92,1.943,95.6
2004/5/23 4:30,7.285,18.22,349.7,0.409,92,1.406,96
2004/5/23 5:00,7.321,16.12,350.2,0.389,92,1.395,96.2
2004/5/23 5:30,7.438,30.86,350.7,0.392,92,2.217,96.2
2004/5/23 6:00,7.571,65.87,347.3,0.417,92.1,2.099,96
2004/5/23 6:30,7.993,138.3,335.9,0.547,92.1,2.474,94.9
2004/5/23 7:00,8.32,210.8,334.2,0.823,92.1,2.693,92.5
2004/5/23 7:30,8.91,277,317.4,1.518,92.1,3.987,86.7
2004/5/23 8:00,9.52,288.5,337.1,2.153,92.1,3.806,81.9
2004/5/23 8:30,9.47,237.4,338.7,2.515,92.1,3.973,78.78
2004/5/23 9:00,10.06,388.9,343.9,3.105,92.1,3.499,74.82
2004/5/23 9:30,9.09,447.5,331.5,1.849,92.1,2.981,84
2004/5/23 10:00,10.31,622.1,338.1,2.651,92.1,1.899,78.86
2004/5/23 10:30,10.85,412.2,337.4,3.748,92.1,3.178,71.17
2004/5/23 11:00,11.94,810,315.6,5.144,92.1,2.063,63.19
2004/5/23 11:30,11.09,290.5,343.2,3.567,92.1,2.392,73
2004/5/23 12:00,11.98,450.6,339.8,4.53,92.1,1.726,67.67
2004/5/23 12:30,11.47,223.3,363.1,3.961,92.1,1.52,70.76
2004/5/23 13:00,12.49,422,362.1,5.113,92.1,0.95,64.71
2004/5/23 13:30,12.14,253.4,358.4,4.388,92.1,1.391,69.01
2004/5/23 14:00,12.35,564.9,377.1,4.331,92.1,1.124,69.83
2004/5/23 14:30,13.19,271.4,342.1,6.215,92.1,0.993,59.03
2004/5/23 15:00,12.68,258.6,358.8,4.933,92.1,1.699,66.38
2004/5/23 15:30,12.9,283.7,332,5.384,92.1,2.022,63.83
2004/5/23 16:00,13.05,125.9,348.3,6.233,92.1,2.129,58.53
2004/5/23 16:30,11.62,123.4,359.3,3.934,92.1,1.782,71.25
2004/5/23 17:00,11.33,96.9,357.2,2.741,92.2,0.528,79.58
2004/5/23 17:30,11.35,58.91,332.2,2.95,92.2,0.942,78.05
2004/5/23 18:00,11.2,12.73,352.5,3.114,92.2,1.156,76.6
2004/5/24 4:00,8.4,7.834,335.2,1.246,92.4,2.76,88.7
2004/5/24 4:30,8.69,46.77,311,1.327,92.4,2.45,88.2
2004/5/24 5:00,9.06,121.3,269.1,1.511,92.5,1.739,86.9
2004/5/24 5:30,9.34,157.7,305.8,1.645,92.5,1.658,86
2004/5/24 6:00,10.21,207.9,312.6,2.093,92.5,0.905,83.2
2004/5/24 6:30,11.06,283.6,322.8,2.72,92.5,1.228,79.37
2004/5/24 7:00,12.3,427.5,285.6,3.796,92.5,1.625,73.47
2004/5/24 7:30,13.69,591.5,292.1,5.935,92.5,3.128,62.13
2004/5/24 8:00,14.39,737.8,301.9,6.98,92.5,3.879,57.44
2004/5/24 8:30,14.72,586.1,311.2,7.512,92.5,3.485,55.16
2004/5/24 9:00,15.36,660.5,317.1,8.464,92.5,3.051,51.52
2004/5/24 9:30,16.07,623.7,330.9,9.71,92.5,2.915,46.85
2004/5/24 10:00,15.77,481.2,347.3,9.11,92.5,2.683,49.17
2004/5/24 10:30,16.08,572.8,344.6,9.515,92.5,3.102,47.95
2004/5/24 11:00,16.3,320.3,355.4,10.026,92.5,2.681,45.92
2004/5/24 11:30,16.76,357,355.9,10.643,92.4,1.957,44.25
2004/5/24 12:00,16.74,239.1,361.7,10.774,92.4,1.781,43.49
2004/5/24 12:30,17.46,601.2,351.8,11.802,92.4,2.167,40.86
2004/5/24 13:00,18.09,489.5,338.2,12.705,92.4,2.778,38.81
2004/5/24 13:30,17.96,339.3,339.9,12.496,92.3,2.764,39.32
2004/5/24 14:00,18.67,622.2,319.6,13.507,92.3,3.115,37.27
2004/5/24 14:30,18.58,282,331.2,13.587,92.3,2.378,36.54
2004/5/24 15:00,19.16,465.6,332.8,14.361,92.3,3.529,35.31
2004/5/24 15:30,19.69,415.7,305,15.047,92.3,2.424,34.42
2004/5/24 16:00,19.78,351.5,304.2,15.147,92.2,2.453,34.35
2004/5/24 16:30,19.92,288.5,306.3,15.275,92.2,2.168,34.37
2004/5/24 17:00,19.54,144.8,304.3,14.332,92.2,1.961,36.95
2004/5/24 17:30,19.06,96.7,295.8,13.469,92.2,2.116,38.95
2004/5/24 18:00,18.38,37.2,293.1,12.247,92.2,1.917,42.08
2004/5/25 4:00,15.61,15.18,291,8.407,92.2,4.856,52.61
2004/5/25 4:30,15.79,53.86,291.9,8.883,92.2,4.353,50.5
2004/5/25 5:00,16.26,114.8,294.8,9.603,92.2,4.799,48.07
2004/5/25 5:30,16.81,190.7,297.2,10.272,92.2,4.825,46.36
2004/5/25 6:00,17.53,281.2,300,11.176,92.2,5.052,44.24
